,住址,傳真機號碼,公司代號,公司名稱,公司簡稱,實收資本額,成立日期,產業別,簽證會計師事務所,股票過戶機構,董事長
497,台北市內湖區陽光街321巷60號,87978698,2911,麗嬰房股份有限公司,麗嬰房,1846777750,19730618,貿易百貨,勤業眾信聯合會計師事務所,永豐金證券股務代理部,林柏蒼
498,台北市東興路65號2樓,(02)27478181,2912,統一超商股份有限公司,統一超,10396222550,19870610,貿易百貨,資誠聯合會計師事務所,統一綜合證券(股)公司股務代理部,羅智先
499,台北市南港區115南港軟體工業園區F棟園區街3號15樓,(02)2655-7700,2913,台灣農林股份有限公司,農林,7900000000,19500615,貿易百貨,安永聯合會計師事務所,福邦證券股份有限公司股務代理部,吳清源
500,台北市八德路二段三０八號十三樓之一,81617968,2915,潤泰全球股份有限公司,潤泰全,5648605940,19760114,貿易百貨,資誠聯合會計師事務所,本公司股務室,王綺帆
501,新北市汐止區康寧街751巷1號(台北聯絡處),8621-64332999,2923,鼎固控股有限公司,鼎固-KY,17402969820,20071205,建材營造,勤業眾信聯合會計師事務所,富邦綜合證券(股)公司股務代理部,張洪本
502,台北市內湖區新湖一路97號2樓,(02)27938077,2929,淘帝國際控股有限公司,淘帝-KY,949552920,20121003,貿易百貨,勤業眾信聯合會計師事務所,群益證券股份有限公司股務代理部,周訓財
503,臺中市北屯區北屯路360號7樓之1,04-22493900,2936,客思達股份有限公司,客思達-KY,765556960,20130822,貿易百貨,資誠聯合會計師事務所,中國信託商業銀行代理部,高黎莎
504,新北市永和區永和路二段59號8樓,(02)2929-5371,2939,凱羿國際集團股份有限公司,凱羿-KY,457486650,20150528,貿易百貨,勤業眾信聯合會計師事務所,中國信託商業銀行股份有限公司,蔡謀燦
505,台北市內湖區內湖路一段88號5樓,(02)2799-9099,3002,歐格電子工業股份有限公司,歐格,1020000000,19830801,電腦及週邊設備業,勤業眾信聯合會計師事務所,富邦綜合證券股務代理部,李廣浩
506,彰化縣線西鄉彰濱東三路8號,(04)7580003,3003,健和興端子股份有限公司,健和興,1556548900,19780210,電子零組件業,安永聯合會計師事務所,凱基證券股份有限公司,鄭克彬
507,桃園市平鎮區太平東路5號,03-460-4114,3004,豐達科技股份有限公司(原宏達),豐達科,526471550,19971014,鋼鐵工業,資誠聯合會計師事務所,中國信託商業銀行代理部,蔡豐賜
508,新竹科學園區新竹縣研發二路1號4樓,03-5778270,3005,神基科技股份有限公司,神基,5840111500,19891005,電腦及週邊設備業,資誠聯合會計師事務所,中國信託商業銀行代理部,黃明漢
509,新竹科學園區新竹市工業東四路23號,03-5781971,3006,晶豪科技股份有限公司,晶豪科,2857589250,19980602,半導體業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,陳興海
510,台中市南屯區精科路11號,04-36006692,3008,大立光電股份有限公司,大立光,1341401970,19870417,光電業,安侯建業會計師事務所,台新國際商業銀行股務代理部,林恩舟
511,高雄市前金區中正四路235號10樓,07-2811480,3010,華立企業股份有限公司,華立,2313901380,19681001,電子通路業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,張瑞欽
512,新北市新店區寶興路53號,2918-1334,3011,今皓實業股份有限公司,今皓,1127192510,19830111,電子零組件業,勤業眾信會計師事務所,台新國際商業銀行股務代理部,林文煌
513,台北市內湖區民權東路六段27號2~6F,02-2797-5058,3013,晟銘電子科技股份有限公司,晟銘電,1559350180,19760617,電腦及週邊設備業,安侯建業聯合會計師事務所,中國信託代理部,林木和
514,新竹縣新竹科學園區創新一路13號3樓,(03)5794534,3014,聯陽半導體股份有限公司,聯陽,1610801240,19960529,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,胡鈞陽
515,桃園市桃園區建國東路22號,(03)3756966,3015,全漢企業股份有限公司,全漢,1922619500,19930415,電子零組件業,安侯建業聯合會計師事務所,兆豐證券股份有限公司股務代理部,鄭雅仁
516,新竹市科學工業園區篤行一路10號,03-5632148,3016,嘉晶電子股份有限公司,嘉晶,2744013150,19981109,半導體業,資誠聯合會計師事務所,永豐金證券股份有限公司,徐建華
517,高雄市前鎮區新生路248之27號,07-8120018,3017,奇鋐科技股份有限公司,奇鋐,3533101570,19911217,電腦及週邊設備業,安永聯合會計師事務所,元大證券股份有限公司,沈慶行
518,新北市中和區橋和路122號7樓,(02)2246-4299,3018,同開科技工程股份有限公司,同開,735121320,19960105,其他電子業,正風聯合會計師事務所,統一綜合證券股份有限公司,許偉良
519,台中市潭子區台中加工出口區南二路22-3號,(04)2534-2302,3019,亞洲光學股份有限公司,亞光,2810839010,19801009,光電業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,賴以仁
520,台北市東興路59號6樓,(02)8768-2588,3021,鴻名企業股份有限公司,鴻名,958134670,19930525,電子零組件業,安侯建業聯合會計師事務所,中國信託商業銀行,張允騰
521,新北市汐止區中興路29號,(02)2649-1178,3022,威強電工業電腦股份有限公司,威強電,1772897900,19970417,電腦及週邊設備業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,張明智
522,苗栗市國華路582號,037-367945,3023,信邦電子股份有限公司,信邦,2327774680,19891206,電子零組件業,安永聯合會計師事務所,台新國際商業銀行股務代理部,王紹新
523,桃園市中壢區中園路198號,03-4520697,3024,憶聲電子股份有限公司,憶聲,2771574960,19760721,光電業,正風聯合會計師事務所,元大證券(股)公司,趙登榜
524,新竹科學工業園區新安路八號七樓,03-5787695,3025,星通資訊股份有限公司,星通,709205500,19911203,通信網路業,勤業眾信聯合會計師事務所,元大證券股份有限公司,葉茂林
525,台北市內湖區環山路二段六十二號一樓,(02)2658-9558,3026,禾伸堂企業股份有限公司,禾伸堂,1579907790,19810601,電子零組件業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,唐錦榮
526,新北市新店區中興路2段192號8樓,02-29182895,3027,盛達電業股份有限公司,盛達,988563110,19730326,通信網路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,陳忠廷
527,台北市內湖區新湖二路250巷8號,(02)2796-8080,3028,增你強股份有限公司,增你強,2138248640,19821006,電子通路業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,周友義
528,台北市內湖區內湖路一段360巷8號10樓,26560810,3029,零壹科技股份有限公司,零壹,1248462120,19800627,資訊服務業,勤業眾信會計師事務所,元富證券股份有限公司,林嘉勳
529,台北市士林區德行西路45號7樓,(02)2832-0598,3030,德律科技股份有限公司,德律,2362160000,19890410,其他電子業,資誠聯合會計師事務所,凱基證券股份有限公司,陳玠源
530,新北市板橋區和平路19~25號3樓,(02)29547006,3031,佰鴻工業股份有限公司,佰鴻,1866742240,19810601,光電業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,廖宗仁
531,台南市安南區安和路二段54巷225號,06-3560505,3032,偉訓科技股份有限公司,偉訓,1132856260,19790216,電子零組件業,勤業眾信聯合會計師事務所,元大證券股份有限公司,柯吉源
532,台北市內湖區內湖路一段308號11樓,26581272,3033,威健實業股份有限公司,威健,3677512420,19770120,電子通路業,安侯建業聯合會計師事務所,元大證券股務代理部,胡秋江
533,新竹科學園區創新一路13號2樓,(03)567-8258,3034,聯詠科技股份有限公司,聯詠,6085114690,19970528,半導體業,安永會計師事務所,宏遠證券股份有限公司股務代理部,何泰舜
534,新竹科學工業園區力行三路5號,03-5778605,3035,智原科技股份有限公司,智原,2485503130,19930610,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,洪嘉聰
535,新北市中和區中正路738號14樓,(02)8226-9099,3036,文曄科技股份有限公司,文曄,7624368680,19931223,電子通路業,資誠聯合會計師事務所,福邦證券股份有限公司,鄭文宗
536,桃園市龜山區山鶯路179號,03-3595536,3037,欣興電子股份有限公司,欣興,15047323330,19900125,電子零組件業,資誠聯合會計師事務所,宏遠證券股份有限公司(95.3.3起),曾子章
537,高雄市高雄加工出口區中一路5號,07-8152468,3038,全台晶像股份有限公司,全台,1624076030,19940923,光電業,安侯建業聯合會計師事務所,元大證券(股)公司股務代理部,曾瑞銘
538,新北市板橋區文化路二段287號35樓,2257-8876,3040,遠見科技股份有限公司,遠見,630000000,19860515,其他,勤業眾信聯合會計師事務所,元大證券股務代理部,周至元
539,台北市內湖區內湖路一段246號6樓,8751-1006,3041,揚智科技股份有限公司,揚智,1925397460,19930610,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,梁厚誼
540,台北市北投區中央南路二段十六號四樓,(02)2893-0789,3042,台灣晶技股份有限公司,晶技,3097570400,19831228,電子零組件業,勤業眾信聯合會計師事務所,元大證券股份有限公司,林萬興
541,新北市中和區連城路246號9樓,22251776,3043,科風股份有限公司,科風,1948781660,19870424,其他電子業,德昌聯合會計師事務所,中國信託商業銀行代理部,科飛投資股份有限公司
542,桃園縣平鎮市平鎮工業區工業五路21號,03-469-3572,3044,健鼎科技股份有限公司,健鼎,5256058980,19911216,電子零組件業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,王景春
543,台北市信義區菸廠路88號12樓,(02)6636-8660,3045,台灣大哥大股份有限公司,台灣大,35093764920,19970225,通信網路業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,蔡明忠
544,臺北市松山區民福里復興北路369號7樓之5,0277101187,3046,建碁股份有限公司,建碁,714480130,19961221,電腦及週邊設備業,安侯建業聯合會計師事務所,建碁股務室,陳俊聖
545,台北市內湖區新湖一路278號,(02)7739-6887,3047,訊舟科技股份有限公司,訊舟,1864916330,19860628,通信網路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,任冠生
546,台北市內湖區基湖路10巷50號8樓,(02)8797-7320,3048,益登科技股份有限公司,益登,2225725400,19960711,電子通路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,曾禹旖
547,南部科學園區台南市善化區北園一路7號,(02)2299-3767,3049,和鑫光電股份有限公司,和鑫,8069485290,19990918,光電業,資誠聯合會計師事務所,和鑫光電(股)公司股務辦事處,馬維欣
548,桃園市龜山區華亞二路222號,03-3185240,3050,鈺德科技股份有限公司,鈺德,1459844500,19940519,光電業,安永聯合會計師事務所,群益金鼎證券股份有限公司,葉垂景
549,桃園市平鎮區平東路659巷37號,03-4604549,3051,力特光電科技股份有限公司,力特,3253323960,19980303,光電業,正風聯合會計師事務所,群益金鼎證券股份有限公司,趙寄蓉
550,新北市中和區新民街112號4樓,2223-3660,3052,夆典科技開發股份有限公司,夆典,2287135540,19760809,建材營造,資誠聯合會計師事務所,元大證券股份有限公司,郭國華
551,新北市中和區連城路258號16樓之1及之2,02-82272837,3054,立萬利創新股份有限公司,立萬利,878480330,19910614,半導體業,資誠聯合會計師事務所,元大證券股份有限公司股務代理部,陳立青
552,新竹市水源街95號,03-5735185,3055,蔚華科技股份有限公司,蔚華科,1024419180,19871211,電子通路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,陳有諒
553,新竹縣竹北市福興路875號3樓,04-2302-6019,3056,總太地產開發股份有限公司,總太,2092877080,19971110,建材營造,勤業眾信聯合會計師事務所,統一綜合證券(股)公司,翁毓羚
554,新竹科學園區工業東四路二十一號七樓,(03)578-2390,3057,喬鼎資訊股份有限公司,喬鼎,1614092130,19910227,電腦及週邊設備業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,林東旭
555,新北市新店區寶橋路235巷138號8樓,(02)8912-1157,3058,立德電子股份有限公司,立德,1649373510,19700304,電子零組件業,安侯建業聯合會計師事務所,福邦證券股份有限公司,包忠詒
556,新竹市科學園區力行路12號,03-5781155,3059,華晶科技股份有限公司,華晶科,2795873250,19961224,光電業,資誠聯合會計師事務所,永豐金證券股份有限公司,夏汝文
557,桃園市龜山區萬壽路1段492-1號10樓之1,(02)82001012,3060,銘異科技股份有限公司,銘異,1375631900,19791003,電腦及週邊設備業,安侯建業會計師事務所,元大證券股份有限公司,謝錦興
558,新竹科學園區新竹縣寶山鄉園區三路99號,03-5777788,3062,建漢科技股份有限公司,建漢,3286054180,19980610,通信網路業,資誠聯合會計師事務所,福邦證券股份有限公司,陳澤燦
559,新北市新店區中正路四維巷一弄四號一樓,(02)2219-1010,3090,日電貿股份有限公司,日電貿,1786571500,19930104,電子零組件業,勤業眾信聯合會計師事務所,元大證券(股)公司股務代理部,周煒凌
560,新竹科學園區力行六路6號,03-6232797,3094,聯傑國際股份有限公司,聯傑,846550890,19960816,半導體業,資誠聯合會計師事務所,富邦綜合證券股份有限公司,郝挺
561,新北市新店區寶中路119-1號10樓,(02)29126021,3130,一零四資訊科技股份有限公司,一零四,331907000,19931030,資訊服務業,安侯建業聯合會計師事務所,富邦綜合證券(股)公司股務代理部,楊基寬
562,36647苗栗縣銅鑼鄉中興工業區中興路99號,037-236929,3149,正達國際光電股份有限公司,正達,2063936040,19960627,光電業,安侯建業聯合會計師事務所,福邦證券股份有限公司,鍾志明
563,台南科學工業園區台南市善化區南科七路八號,06-5052152,3164,景岳生物科技股份有限公司,景岳,889343640,20001206,生技醫療業,資誠聯合會計師事務所,永豐金證券股份有限公司,陳根德
564,(334) 桃園市八德區友聯街49號,03-3685811,3167,大量科技股份有限公司,大量,801341160,19801226,電機機械,安永聯合會計師事務所,凱基證券股份有限公司股務代理部,王作京
565,桃園市新屋區中華路1245號,(03)4871920,3189,景碩科技股份有限公司,景碩,4510390050,20000911,半導體業,安永聯合會計師事務所,凱基證券股份有限公司,郭明棟
566,台北市內湖區瑞光路360號9樓,02-26275869,3209,全科科技股份有限公司,全科,1797843220,19910415,電子通路業,勤業眾信聯合會計師事務所,凱基證券股份有限公司,吳堉文
567,新北市新莊區瓊林南路305巷2號,22053346,3229,晟鈦股份有限公司,晟鈦,935158810,19870728,電子零組件業,資誠聯合會計師事務所,元大證券股務代理部,巫盈助
568,新竹科學園區新竹市新安路5號,(02)6612-2394,3231,緯創資通股份有限公司,緯創,28406120500,20010530,電腦及週邊設備業,安侯建業聯合會計師事務所,緯創資通股份有限公司股務室,林憲銘
569,新竹科學工業園區新竹市東區園區二路11號5樓,03-5670701,3257,虹冠電子工業股份有限公司,虹冠電,693802770,19981230,半導體業,勤業眾信聯合會計師事務所,福邦證券股份有限公司股務代理部,蔡高忠
570,台北市大安區忠孝東路四段289號12樓,02-27418097,3266,昇陽建設企業股份有限公司,昇陽,3523143090,19930317,建材營造,安侯建業聯合會計師事務所,日盛證券股份有限公司,麥寬成
571,新北市中和區中山路二段407號10樓,82215680,3296,勝德國際研發股份有限公司,勝德,982244500,20001114,電子零組件業,安侯建業聯合會計師事務所,褔邦證券股份有限公司股務代理部,周義雄
572,桃園縣觀音工業區工業二路12-1號,(03)416-0133,3305,昇貿科技股份有限公司,昇貿,1182652710,19780424,其他電子業,安侯建業聯合會計師事務所,凱基證券股份有限公司,李三蓮
573,桃園市龜山區科技一路69號,(03)3286817,3308,聯德電子股份有限公司,聯德,985696630,19880202,電子零組件業,勤業眾信會計師事務所,台新國際商業銀行股務代理部,陳銘智
574,新北市淡水區奎柔山路73號,(02)2623-5987,3311,閎暉實業股份有限公司,閎暉,600000000,20011026,通信網路業,勤業眾信聯合會計師事務所,閎暉實業股份有限公司股務室,宋恭源
575,台北市內湖區瑞光路188巷51號4樓,2659-9586,3312,弘憶國際股份有限公司,弘憶股,1180321220,19951006,電子通路業,安侯建業會計師事務所,群益金鼎證券股份有限公司股代部,葉佳紋
576,台中市大甲區青年路123號,(03)-2150197,3321,同泰電子科技股份有限公司,同泰,1261448250,19901119,電子零組件業,資誠聯合會計師事務所,宏遠證券股份有限公司,曾子章
577,(114)台北市內湖區瑞光路302號3樓,(02)26562659,3338,泰碩電子股份有限公司,泰碩,871970070,19940923,電子零組件業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,余清松
578,新北市中和區民享街4號,(02)22226196,3346,麗清科技股份有限公司,麗清,757840000,19990827,汽車工業,勤業眾信聯合會計師事務所,元大證券股份有限公司,劉美秀
579,台北市內湖區內湖路一段246號9樓,02-8797-8335,3356,奇偶科技股份有限公司,奇偶,898473030,19980203,光電業,資誠聯合會計師事務所,永豐金證券股份有限公司,戴光正
580,新北市樹林區俊英街一七四號,02-26845375,3376,新日興股份有限公司,新日興,1817543460,19680628,電子零組件業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,呂勝男
581,新竹科學工業園區新竹市力行七路8號,03-5636789,3380,明泰科技股份有限公司,明泰,5424824600,20030904,通信網路業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,黃文芳
582,南部科學園區台南市善化區環東路二段31號,06-5053800,3383,新世紀光電股份有限公司,新世紀,700000000,20020121,光電業,南台聯合會計師事務所,福邦證券股份有限公司,鍾寬仁
583,台中市大雅區中部科學工業園區科雅東路一號,04-25667117,3406,玉晶光電股份有限公司,玉晶光,1113656630,19900208,光電業,安永聯合會計師事務所,永豐金證券股份有限公司,陳天慶
584,(35053)新竹科學工業園區苗栗縣竹南鎮科中路16號,037-582690,3413,京鼎精密科技股份有限公司,京鼎,827099000,20010426,半導體業,資誠聯合會計師事務所,福邦證券股份有限公司,劉揚偉
585,新北市三重區興德路111-6號9樓,02-85111108,3416,融程電訊股份有限公司,融程電,721879470,19960123,電腦及週邊設備業,安永聯合會計師事務所,群益金鼎證券股份有限公司,呂谷清
586,新竹市公道五路二段326號,03-6003900,3419,譁裕實業股份有限公司,譁裕,1204804170,19811118,通信網路業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,林祺生
587,新北市中和區中正路880號13樓,22255566,3432,台端興業股份有限公司,台端,665860000,19880524,電子零組件業,勤業眾信聯合會計師事務所,富邦綜合證券股務代理部,林樂堯
588,新竹縣湖口鄉新竹工業區工業五路13號,03-5973892,3437,榮創能源科技股份有限公司,榮創,1445480000,19991002,光電業,資誠聯合會計師事務所,福邦證券股份有限公司,方榮熙
589,新竹科學工業園區新竹市力行六路十號,03-6669809,3443,創意電子股份有限公司,創意,1340119110,19980122,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,曾繁城
590,新北市中和區橋安街35號10樓,(02)8245-3100,3450,聯鈞光電股份有限公司,聯鈞,1456813820,20000927,其他電子業,勤業眾信聯合會計師事務所,富邦綜合證券(股)公司股務代理部,鄭祝良
591,新北市中和區連城路192號6樓,(02)8245-5532,3454,晶睿通訊股份有限公司,晶睿,870339100,20000208,光電業,安侯建業聯合會計師事務所,兆豐證券股份有限公司,陳文昌
592,新竹科學工業園區苗栗縣竹南鎮科學路160號,037-586600,3481,群創光電股份有限公司,群創,97110719770,20030114,光電業,資誠聯合會計師事務所,福邦證券股份有限公司,洪進揚
593,新北市新店區北新路三段225號9樓,(02)2912-6118,3494,誠研科技股份有限公司,誠研,1794506340,20010209,電腦及週邊設備業,安侯建業會計師事務所,凱基證券股務代理部,黃健華
594,台北市內湖區新湖三路196號,27919901,3501,維熹科技股份有限公司,維熹,1182579270,20020903,電子零組件業,資誠聯合會計師事務所,福邦證券股份有限公司,吳瑞雄
595,新竹科學園區新安路7號,(03)6231111,3504,揚明光學股份有限公司,揚明光,1140597850,20020218,光電業,安永聯合會計師事務所,台新國際商業銀行股務代理部,黃經洲
596,臺北市北投區中央南路二段37號2樓,(02)2893-1337,3515,華擎科技股份有限公司,華擎,1206472290,20020510,電腦及週邊設備業,安永聯合會計師事務所,凱基證券股份有限公司,童旭田
597,桃園市龜山區文化一路86-52號,(03)397-2255,3518,柏騰科技股份有限公司,柏騰,807522300,19951020,其他電子業,勤業眾信會計師事務所,台新國際商業銀行股務代理部,陳在樸
598,新北市汐止區新台五路一段75號21樓,26982528,3528,安馳科技股份有限公司,安馳,656159660,20001226,電子通路業,勤業眾信聯合會計師事務所,日盛證券股份有限公司,李瑞西
599,新竹市科學工業園區力行一路10-2號4樓,03-5678982,3530,晶相光電股份有限公司,晶相光,781059000,20040524,半導體業,勤業眾信聯合會計師事務所,群益金鼎證券(股)公司股務代理部,何新平
600,台北市敦化北路201號7樓388室,02-27178567,3532,台塑勝高科技股份有限公司,台勝科,3878483000,19951121,半導體業,勤業眾信會計師事務所,本公司股務室,林健男
601,基隆市安樂區武訓街15號,02 24323106,3533,嘉澤端子工業股份有限公司,嘉澤,1034779000,19860823,電子零組件業,安侯建業會計師事務所,永豐金證券股份有限公司,朱德祥
602,新竹縣竹北市環北路二段197號,(03)5545989,3535,晶彩科技股份有限公司,晶彩科,790523560,20000310,光電業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,陳永華
603,臺北市內湖區瑞光路66巷46號3樓,(02)27917799,3536,誠創科技股份有限公司,誠創,1068000000,20000401,半導體業,勤業眾信聯合會計師事務所,統一綜合證券股份有限公司,馬永玲
604,(30351)新竹縣湖口鄉新竹工業區光復路42號,(03)5987338,3543,州巧科技股份有限公司,州巧,900281500,20000609,光電業,勤業眾信聯合會計師事務所,福邦證券(股)公司,李樹裔
605,新竹科學工業園區新竹市篤行一路6號4樓及6樓,03-6661696,3545,敦泰電子股份有限公司,敦泰,2996759160,20060103,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,胡正大
606,新北市中和區建八路16號4樓,8226-5659,3550,聯穎科技股份有限公司,聯穎,850000000,19870430,電子零組件業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司股務代理部,何鈞銜
607,臺北市大安區信義路4段296號14樓之4,02-77335369,3557,嘉威生活股份有限公司,嘉威,723004150,20050421,光電業,安永聯合會計師事務所,富邦綜合證券(股)公司,陳碩璨
608,新竹科學園區工業東二路2之3號,(03)5638598,3563,牧德科技股份有限公司,牧德,447282340,19980609,光電業,安侯建業聯合會計師事務所,中國信託商業銀行股份有限公司,汪光夏
609,新竹科學工業園區新竹市力行三路7號,(03)578-1255,3576,聯合再生能源股份有限公司,聯合再生,26653375320,20050826,光電業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,洪傳獻
610,台北市內湖區瑞光路208號11樓,02-8751-2020,3583,辛耘企業股份有限公司,辛耘,811390000,19791017,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,謝宏亮
611,新竹縣竹北市台元二街1號4F-1,03-5540098,3588,通嘉科技股份有限公司,通嘉,468822000,20020918,半導體業,勤業眾信會計師事務所,群益金鼎證券(股)公司股務代理部,李皓民
612,新北市中和區中正路800號4樓,02-82276997,3591,艾笛森光電股份有限公司,艾笛森,1250013790,20011004,光電業,安侯建業聯合會計師事務所,富邦綜合證券股份有限公司,吳建榮
613,高雄市左營區菜公一路62巷15號,07-3433639,3593,力銘科技股份有限公司,力銘,830424160,20031222,電子零組件業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,尤惠法
614,新竹市東區光復路二段8號8樓,(03)5727006,3596,智易科技股份有限公司,智易,2084830900,20030509,通信網路業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,陳瑞聰
615,桃園市中壢區東園路13號,(03)4631800,3605,宏致電子股份有限公司,宏致,1223958840,19961107,電子零組件業,安侯建業聯合會計師事務所,凱基證券股份有限公司股務代理部,袁万丁
616,桃園市中壢區中正路1274巷48號,03-4254320,3607,谷崧精密工業股份有限公司,谷崧,1216622390,19890614,電子零組件業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,洪煥青
617,台北市內湖區金莊路26號11樓,(02)8792-9525,3617,碩天科技股份有限公司,碩天,809510000,19970627,其他電子業,勤業眾信聯合會計師事務所,群益金鼎證券股務代理部,郭瑾
618,桃園市觀音區觀音工業區經建一路31號,03-4833660,3622,洋華光電股份有限公司,洋華,1513276000,20020730,光電業,安侯建業聯合會計師事務所,康和綜合證券(股)公司股務代理部,白志強
619,新竹縣新埔鎮文德路三段127號,03-5896099,3645,達邁科技股份有限公司,達邁,1297848940,20000622,電子零組件業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,吳聲昌
620,桃園市龜山區文化里19鄰科技一路40號,03-3960144,3653,健策精密工業股份有限公司,健策,1210254020,19870328,電子零組件業,勤業眾信會計師事務所,中國信託商業銀行代理部,趙宗信
621,114 台北市內湖區文湖街12號9樓,02-27997389,3661,世芯電子股份有限公司,世芯-KY,611109260,20030227,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,關建英
622,23553新北市中和區建一路186號3樓,02-82262583,3665,貿聯控股(BizLink Holding Inc.),貿聯-KY,1305174070,20000601,其他電子業,勤業眾信聯合會計師事務所,福邦證券股份有限公司股務代理部,梁華哲
623,新北市土城區大安路157號8樓,22698538,3669,圓展科技股份有限公司,圓展,929199500,20080107,光電業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,郭重松　
624,台北市內湖區民權東路六段13之18號(訴訟及非訟代理人聯絡處),02-7727-1200,3673,"TPK Holding Co., Ltd.",TPK-KY,4066637590,20051121,光電業,勤業眾信聯合會計師事務所,元大證券股份有限公司,江朝瑞
625,新北市新莊區化成路11巷36號,(02)2998-3580,3679,新至陞科技股份有限公司,新至陞,622962290,19800627,電子零組件業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,陳標福
626,台北市內湖區基湖路32號8樓,(02)5555-9696,3682,亞太電信股份有限公司,亞太電,38171963990,20000505,通信網路業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,呂芳銘
627,桃園市觀音區大潭里環南路599號,(03)473-8368,3686,達能科技股份有限公司,達能,1135136430,20071109,半導體業,資誠聯合會計師事務所,中國信託商業銀行代理部,方震銘
628,新北市新店區寶中路94號8樓,02-66289666,3694,海華科技股份有限公司,海華,1504418080,20050413,通信網路業,勤業眾信聯合會計師事務所,元大證券股份有限公司,程建中
629,新竹科學園區新竹市工業東三路三號,03-5638319,3698,隆達電子股份有限公司,隆達,5150363800,20080523,光電業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,蘇峰正
630,台北市內湖區陽光街300號1至9樓,(02)8751-8777,3701,大眾全球投資控股股份有限公司,大眾控,1903445540,20040830,電腦及週邊設備業,資誠聯合會計師事務所,福邦證券股份有限公司股務代理部,簡明仁
631,台北市內湖區堤頂大道二段489號8樓,8797-8980,3702,大聯大投資控股股份有限公司,大聯大,18790568330,20051109,電子通路業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,黃偉祥
632,臺北市大安區敦化南路二段九十五號,02-37012999,3703,欣陸投資控股股份有限公司,欣陸,8232159800,20100408,建材營造,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,殷琪
633,新竹市公道五路2段363號3樓,03-6663319,3704,合勤投資控股股份有限公司,合勤控,4411773550,20100816,通信網路業,安侯建業聯合會計師事務所,兆豐證券股份有限公司,朱順一
634,台北市松山區民權東路三段181號11樓,02-25450586,3705,永信國際投資控股股份有限公司,永信,2664229830,20110103,生技醫療業,勤業眾信聯合會計師事務所,元大證券股份有限公司,李芳信
635,桃園市龜山區文化二路202號,(03)327-6320,3706,神達投資控股股份有限公司,神達,10772828470,20130912,電腦及週邊設備業,資誠聯合會計師事務所,中國信託商業銀行股份有限公司,苗豐強
636,南投市工業南六路9號,049-2251897,3708,上緯國際投資控股股份有限公司,上緯投控,935046040,20160831,化學工業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,蔡朝陽
637,高雄市楠梓加工出口區經三路26號,07-3613094,3711,日月光投資控股股份有限公司,日月光投控,43347111320,20180430,半導體業,勤業眾信聯合會計師事務所,統一綜合證券(股)公司,張虔生
638,新北市土城區中央路四段49號,22680738,3712,永崴投資控股股份有限公司,永崴投控,2462421460,20181001,電腦及週邊設備業,資誠聯合會計師事務所,福邦證券股份有限公司,郭台強
639,新北市中和區中正路880號17樓,02-22212488,4104,佳醫健康事業股份有限公司,佳醫,1411489700,19880315,生技醫療業,安侯建業聯合會計師事務所,統一綜合證券股份有限公司,傅輝東
640,新北巿土城區民生街九號,(02)22689521,4106,雃博股份有限公司,雃博,1009115570,19900317,生技醫療業,安侯建業聯合會計師事務所,元富證券股份有限公司股務代理,雅勝 代表人:李永川
